age;job;marital;education;default;balance;housing;loan;contact;day;month;duration
59;blue-collar;married;primary;no;0;no;no;cellular;18;nov;167
27;technician;single;secondary;no;282;no;yes;cellular;9;jul;676
42;entrepreneur;married;tertiary;no;0;no;no;cellular;9;jul;236
47;housemaid;single;tertiary;no;3727;no;no;unknown;12;jun;993
33;blue-collar;married;secondary;no;0;yes;yes;cellular;28;jul;83
31;services;single;secondary;no;864;yes;no;cellular;6;may;100
37;management;married;tertiary;no;4089;yes;no;cellular;2;feb;289
29;blue-collar;married;secondary;no;-478;no;yes;cellular;8;jul;528
38;unemployed;married;primary;no;-363;no;no;unknown;12;jun;340
35;self-employed;married;secondary;no;8883;no;no;cellular;21;nov;33
31;technician;single;secondary;no;1970;no;no;telephone;17;apr;284
62;management;married;tertiary;no;1859;no;no;telephone;6;aug;245
32;technician;single;tertiary;no;1059;yes;no;cellular;17;apr;115
31;services;married;secondary;no;388;yes;no;unknown;5;may;730
51;blue-collar;divorced;primary;no;602;yes;no;cellular;11;may;347
29;services;single;secondary;no;0;no;no;cellular;17;jul;58
43;blue-collar;married;primary;no;255;yes;no;cellular;17;jul;180
36;blue-collar;married;secondary;no;63;yes;no;unknown;2;jun;56
34;self-employed;married;primary;no;712;yes;no;unknown;2;jun;326
29;services;married;secondary;no;57;yes;no;telephone;21;jul;342
57;retired;married;secondary;no;523;no;yes;cellular;2;feb;49
43;management;married;tertiary;no;422;no;no;cellular;12;aug;110
33;services;married;secondary;no;386;no;no;cellular;12;nov;253
60;management;married;tertiary;no;3387;no;no;cellular;14;aug;636
51;technician;married;primary;no;260;no;no;cellular;19;aug;137
40;admin.;single;secondary;no;-1;no;no;cellular;7;jul;173
51;technician;married;secondary;no;1490;yes;no;cellular;18;jul;227
38;services;married;secondary;no;497;yes;yes;unknown;19;may;88
35;technician;married;secondary;no;1707;yes;no;unknown;2;jun;426
47;technician;married;secondary;no;826;yes;no;telephone;18;nov;195
45;blue-collar;married;primary;no;907;no;no;cellular;18;aug;230
40;services;married;secondary;no;1836;yes;no;cellular;12;may;750
29;entrepreneur;single;secondary;no;404;no;no;cellular;30;jan;413
52;management;divorced;tertiary;no;907;yes;no;unknown;4;jun;104
26;technician;married;secondary;no;18;yes;yes;cellular;5;may;138
31;blue-collar;single;primary;no;-495;yes;no;unknown;29;may;334
55;services;married;unknown;no;1210;yes;no;unknown;30;may;868
35;services;married;secondary;no;819;yes;no;telephone;14;jul;102
56;management;divorced;tertiary;no;442;no;no;unknown;28;may;77
28;blue-collar;single;secondary;no;-46;yes;no;cellular;1;sep;199
27;student;single;secondary;no;671;yes;no;unknown;7;may;332
30;technician;married;secondary;no;371;no;no;cellular;7;aug;124
51;technician;married;tertiary;no;-3;no;no;cellular;25;aug;91
33;management;married;secondary;no;11;yes;no;cellular;4;may;104
32;blue-collar;single;secondary;no;33;yes;no;cellular;18;may;125
43;entrepreneur;married;secondary;no;104;yes;no;cellular;18;jul;635
46;blue-collar;married;primary;no;174;no;yes;cellular;15;jul;90
32;management;married;tertiary;no;3107;yes;yes;cellular;25;jul;310
40;services;married;secondary;no;1438;yes;no;cellular;6;may;207
39;blue-collar;married;secondary;no;1367;no;no;unknown;12;jun;43
51;blue-collar;married;primary;no;-11;no;no;telephone;16;jul;126
46;admin.;single;secondary;no;1693;yes;no;cellular;25;jan;137
43;blue-collar;married;primary;no;778;yes;yes;unknown;15;may;284
36;technician;married;tertiary;no;837;no;no;cellular;28;aug;68
48;management;married;tertiary;no;363;no;no;cellular;18;nov;67
26;admin.;single;secondary;no;236;yes;yes;cellular;18;may;8
39;admin.;single;unknown;no;0;yes;no;cellular;11;may;62
47;management;married;tertiary;no;-50;no;yes;cellular;7;jul;175
23;entrepreneur;single;primary;no;4;yes;no;unknown;13;may;395
54;management;divorced;tertiary;no;26306;yes;no;cellular;11;feb;27
38;admin.;married;secondary;no;46;yes;yes;unknown;6;may;195
33;technician;married;secondary;no;575;no;yes;cellular;4;feb;254
35;admin.;divorced;secondary;no;148;no;yes;cellular;8;jul;199
52;services;married;secondary;no;431;no;no;cellular;26;aug;73
25;technician;single;tertiary;no;777;yes;no;unknown;14;may;351
29;management;married;tertiary;no;199;yes;yes;unknown;7;may;1689
35;technician;single;tertiary;no;3552;no;no;cellular;21;nov;267
49;services;married;secondary;no;47;no;no;unknown;5;may;234
41;admin.;divorced;secondary;no;3823;no;no;cellular;26;apr;234
32;management;married;tertiary;no;138;no;no;cellular;20;aug;94
29;admin.;single;secondary;no;1117;yes;no;unknown;8;may;77
28;blue-collar;married;secondary;no;1325;yes;no;cellular;15;may;242
59;retired;married;secondary;no;0;no;no;cellular;18;jul;247
34;entrepreneur;married;tertiary;no;4343;no;no;unknown;9;jun;85
55;management;divorced;tertiary;no;1598;no;no;cellular;22;aug;607
34;management;married;tertiary;no;3301;yes;no;cellular;17;jun;485
24;student;single;secondary;no;822;no;no;cellular;27;oct;184
42;technician;divorced;secondary;no;-280;yes;no;unknown;26;may;258
34;management;single;unknown;no;1534;yes;no;cellular;16;apr;156
34;admin.;married;secondary;no;1671;no;no;unknown;21;may;160
51;self-employed;married;tertiary;no;2007;no;no;unknown;16;jun;1021
58;blue-collar;married;primary;no;0;yes;no;cellular;31;jul;5
44;technician;married;secondary;no;2776;yes;no;cellular;27;jan;701
33;blue-collar;married;secondary;no;139;yes;yes;cellular;18;may;732
34;management;married;tertiary;no;573;no;no;cellular;10;aug;122
34;admin.;married;secondary;no;475;yes;no;unknown;7;may;559
42;blue-collar;divorced;secondary;no;47;yes;yes;unknown;8;may;141
46;management;single;tertiary;no;2154;yes;no;cellular;21;jul;87
31;self-employed;single;tertiary;no;96;no;no;cellular;5;feb;577
39;entrepreneur;married;tertiary;no;83;yes;no;cellular;11;jul;193
34;management;single;tertiary;no;6766;no;no;cellular;28;aug;210
47;technician;married;secondary;no;3973;no;no;cellular;6;aug;732
42;services;divorced;secondary;no;372;yes;yes;unknown;6;may;121
48;blue-collar;single;secondary;no;-552;no;yes;cellular;21;nov;150
30;self-employed;single;tertiary;no;48;no;no;cellular;21;nov;140
38;technician;married;secondary;no;7696;yes;no;cellular;20;nov;386
24;services;married;secondary;no;4500;yes;no;cellular;11;may;733
34;technician;married;secondary;no;1;yes;no;cellular;19;nov;108
46;management;single;tertiary;no;46;no;yes;cellular;17;nov;80
32;admin.;divorced;secondary;yes;-18;yes;no;unknown;12;may;155
46;services;married;secondary;no;451;yes;yes;cellular;13;may;389
26;self-employed;married;tertiary;no;479;yes;no;cellular;9;feb;133
42;blue-collar;married;secondary;no;0;yes;no;cellular;21;nov;328
50;technician;married;secondary;no;1130;yes;no;cellular;23;jul;119
41;blue-collar;married;primary;no;389;yes;no;unknown;16;jun;87
34;admin.;single;secondary;no;10;no;yes;cellular;18;nov;162
32;services;married;secondary;no;401;yes;no;unknown;15;may;294
58;housemaid;single;tertiary;no;145;yes;yes;cellular;16;jul;128
45;technician;married;secondary;no;115;yes;no;cellular;6;may;108
28;admin.;single;secondary;no;89;yes;yes;cellular;6;feb;172
35;technician;married;secondary;no;94;yes;yes;unknown;14;may;208
39;services;married;secondary;no;1438;yes;no;unknown;20;may;212
49;unemployed;divorced;tertiary;no;780;no;no;cellular;8;nov;148
50;management;married;tertiary;no;207;yes;no;cellular;4;feb;99
37;management;married;tertiary;no;238;no;no;cellular;3;feb;185
45;blue-collar;married;primary;no;2433;no;no;cellular;6;aug;133
30;housemaid;single;secondary;no;1924;no;no;cellular;6;feb;170
48;unemployed;married;tertiary;no;-471;yes;no;unknown;19;may;668
36;management;single;tertiary;no;1531;yes;no;cellular;8;may;81
41;management;single;secondary;no;764;no;no;cellular;12;jun;230
55;blue-collar;married;secondary;no;383;no;no;unknown;5;may;287
70;retired;married;primary;no;3782;no;no;cellular;16;mar;618
41;management;married;tertiary;no;326;yes;no;cellular;5;may;788
47;services;divorced;secondary;no;691;no;no;cellular;6;feb;285
34;technician;single;secondary;no;0;no;no;cellular;21;aug;163
33;management;single;tertiary;no;99;no;no;cellular;8;jul;159
58;retired;married;secondary;no;502;yes;no;cellular;12;may;197
51;management;married;tertiary;no;-15;no;no;cellular;25;jul;212
45;management;married;tertiary;no;1929;yes;no;unknown;29;may;44
55;admin.;married;secondary;no;0;no;no;cellular;23;sep;180
30;blue-collar;single;primary;no;185;no;no;unknown;26;jun;11
33;management;single;secondary;no;-424;yes;no;unknown;26;may;863
27;services;single;secondary;no;0;yes;no;unknown;7;may;388
59;retired;married;secondary;no;319;yes;no;unknown;5;may;143
34;management;single;tertiary;no;171;yes;no;cellular;7;may;191
47;technician;divorced;tertiary;no;-1148;yes;yes;unknown;27;may;62
44;blue-collar;married;primary;no;-11;yes;no;unknown;9;may;13
35;admin.;single;secondary;no;0;yes;no;cellular;13;may;1073
45;management;married;tertiary;no;-206;yes;no;cellular;6;may;337
42;blue-collar;married;primary;no;704;yes;yes;telephone;31;jul;88
38;technician;married;secondary;no;1931;no;no;cellular;2;jun;167
34;technician;single;secondary;no;943;no;no;cellular;29;aug;96
35;technician;married;secondary;no;327;yes;no;cellular;13;apr;537
29;management;single;secondary;no;-105;yes;no;unknown;27;may;5
58;retired;married;secondary;no;983;no;no;cellular;5;aug;139
44;blue-collar;single;primary;no;787;yes;no;unknown;30;may;570
45;entrepreneur;married;tertiary;no;0;yes;no;cellular;29;jul;100
43;blue-collar;married;secondary;no;3060;yes;no;unknown;15;may;253
44;services;married;secondary;no;5780;yes;no;cellular;1;apr;525
30;technician;single;secondary;no;790;no;no;cellular;20;aug;696
38;unemployed;married;tertiary;no;1449;no;no;unknown;26;may;535
50;technician;married;secondary;no;1412;no;no;cellular;6;aug;131
21;student;single;secondary;no;681;no;no;unknown;20;aug;6
38;entrepreneur;married;tertiary;no;228;yes;no;cellular;5;feb;105
42;admin.;married;secondary;no;0;no;no;unknown;19;jun;370
45;technician;single;tertiary;no;2087;no;no;cellular;29;aug;29
34;entrepreneur;married;secondary;no;2;yes;yes;cellular;5;may;184
48;technician;married;secondary;no;197;no;yes;cellular;3;feb;47
34;services;married;secondary;no;0;no;yes;unknown;2;jul;193
32;blue-collar;married;secondary;no;1905;yes;no;cellular;16;jul;709
35;technician;married;tertiary;no;118;no;no;cellular;6;aug;358
39;entrepreneur;married;tertiary;no;2644;yes;no;unknown;20;may;253
36;self-employed;married;tertiary;no;16430;yes;no;unknown;6;jun;197
35;technician;married;secondary;no;13;no;no;cellular;22;aug;94
57;services;divorced;secondary;no;14;no;yes;cellular;22;jul;445
28;technician;single;secondary;no;769;yes;no;cellular;15;may;153
43;admin.;married;unknown;no;3485;no;no;unknown;18;jun;113
57;management;married;secondary;no;139;no;no;cellular;17;aug;80
34;services;divorced;secondary;no;202;yes;no;unknown;15;may;318
36;technician;married;tertiary;no;6;yes;no;cellular;27;jan;100
47;management;divorced;tertiary;no;2515;no;no;unknown;20;jun;40
36;management;divorced;tertiary;no;5195;yes;no;unknown;2;jun;55
33;management;married;tertiary;no;2098;no;no;cellular;20;nov;67
57;management;married;tertiary;no;320;no;no;cellular;7;aug;76
57;management;married;tertiary;no;3431;yes;no;unknown;16;may;73
34;admin.;married;secondary;no;50;yes;no;unknown;20;may;89
51;housemaid;divorced;tertiary;no;370;yes;no;cellular;19;aug;109
54;blue-collar;divorced;primary;no;-182;no;no;cellular;9;jul;98
52;self-employed;single;tertiary;no;1623;yes;no;unknown;5;jun;21
43;entrepreneur;married;tertiary;no;13342;yes;no;cellular;18;nov;465
58;retired;single;primary;no;6570;no;no;cellular;21;jul;106
53;admin.;married;secondary;no;225;yes;no;cellular;20;apr;304
44;management;married;secondary;no;-665;no;no;cellular;30;jul;342
29;management;single;tertiary;no;0;no;no;unknown;16;may;16
27;services;single;secondary;no;54;yes;no;unknown;28;may;543
35;blue-collar;married;primary;no;46;no;no;cellular;8;jul;338
40;self-employed;married;secondary;no;2;no;no;cellular;22;aug;197
34;blue-collar;married;secondary;no;103;yes;yes;unknown;8;may;956
38;admin.;single;secondary;no;883;yes;no;cellular;12;may;95
32;services;married;secondary;no;55;yes;no;unknown;15;may;546
41;admin.;married;secondary;no;8238;yes;yes;unknown;30;may;124
25;blue-collar;single;secondary;no;913;yes;no;cellular;7;jul;113
38;blue-collar;divorced;secondary;no;595;yes;no;cellular;7;may;245
26;technician;single;secondary;no;7;yes;no;cellular;22;jul;188
37;technician;single;tertiary;no;1661;no;no;cellular;19;aug;199
30;management;married;tertiary;no;102;yes;no;cellular;5;apr;470
36;services;married;secondary;no;338;no;no;unknown;14;may;90
33;management;married;secondary;no;3132;yes;no;unknown;23;may;350
33;admin.;single;tertiary;no;490;yes;no;cellular;7;may;31
35;management;married;tertiary;no;2682;yes;no;cellular;9;jul;156
24;services;married;tertiary;no;0;yes;no;unknown;27;may;299
29;unemployed;married;secondary;no;596;no;no;cellular;30;jan;510
54;blue-collar;married;secondary;no;2059;yes;no;cellular;25;aug;177
27;admin.;married;secondary;no;132;no;no;cellular;13;oct;123
34;management;married;secondary;no;0;no;no;cellular;2;feb;270
39;blue-collar;married;primary;no;385;yes;no;unknown;16;may;225
38;management;married;tertiary;no;223;no;no;cellular;28;jan;63
37;management;married;tertiary;no;0;yes;no;unknown;3;jun;247
26;services;single;secondary;no;512;yes;yes;cellular;30;jan;206
36;entrepreneur;married;tertiary;no;1169;yes;no;unknown;6;may;168
35;management;single;tertiary;no;71;yes;no;unknown;21;may;836
30;management;single;tertiary;no;940;no;no;cellular;8;aug;131
25;technician;single;secondary;no;-80;yes;yes;unknown;3;jun;89
34;technician;married;secondary;no;0;yes;no;cellular;29;aug;116
52;unknown;married;unknown;no;1317;no;no;unknown;12;jun;58
39;admin.;married;secondary;no;179;no;no;unknown;6;sep;36
34;management;married;secondary;no;1007;yes;no;cellular;21;jul;240
34;management;single;secondary;no;0;no;no;cellular;22;aug;132
30;services;married;secondary;no;1286;yes;yes;cellular;17;jul;544
33;services;married;secondary;no;804;yes;yes;unknown;8;may;266
30;student;single;secondary;no;4;no;no;cellular;4;feb;443
51;blue-collar;married;primary;no;0;yes;no;cellular;10;jul;324
36;services;single;secondary;no;417;yes;no;cellular;6;feb;15
48;blue-collar;married;primary;no;1678;no;no;cellular;28;jan;263
37;services;divorced;secondary;no;532;yes;no;unknown;11;jun;199
58;management;married;secondary;no;407;yes;no;cellular;29;jul;145
56;management;divorced;tertiary;no;659;no;yes;cellular;2;jun;56
34;blue-collar;married;secondary;no;393;yes;no;cellular;5;may;11
33;admin.;divorced;secondary;no;661;yes;no;cellular;18;nov;411
26;services;single;secondary;no;0;no;no;cellular;29;jul;165
40;management;single;unknown;no;838;yes;no;unknown;12;may;619
35;services;married;secondary;no;195;yes;no;cellular;17;apr;203
45;entrepreneur;married;secondary;no;68;yes;no;unknown;7;may;254
37;technician;single;secondary;no;-242;yes;no;cellular;13;aug;1149
35;management;divorced;tertiary;no;321;yes;no;unknown;9;may;189
43;services;single;secondary;no;3403;yes;no;cellular;12;nov;707
28;blue-collar;married;secondary;no;8;yes;no;cellular;15;may;196
32;blue-collar;divorced;secondary;no;739;yes;no;unknown;9;may;171
26;unemployed;single;secondary;no;622;no;no;cellular;28;jan;1451
35;services;married;secondary;no;152;yes;no;unknown;2;jun;563
35;technician;single;secondary;no;2;no;no;cellular;11;aug;239
39;blue-collar;married;secondary;no;1439;yes;no;telephone;28;jul;73
42;blue-collar;divorced;secondary;no;1491;yes;no;cellular;6;may;203
32;technician;single;secondary;no;6402;yes;no;cellular;6;may;158
30;unemployed;married;secondary;no;1210;no;no;cellular;9;jul;100
26;management;single;tertiary;no;122;no;yes;cellular;8;jul;160
30;student;single;secondary;no;0;yes;no;cellular;19;nov;661
32;management;married;tertiary;no;62;yes;no;cellular;14;may;166
47;services;married;secondary;no;3333;yes;yes;cellular;29;jul;114
33;technician;married;tertiary;no;16992;yes;no;unknown;29;may;58
57;blue-collar;married;primary;no;23;yes;no;telephone;31;jul;25
35;admin.;married;secondary;no;0;yes;no;cellular;7;may;121
53;technician;married;tertiary;no;6072;no;yes;unknown;16;jun;226
24;retired;single;secondary;no;366;no;yes;unknown;16;may;234
54;management;divorced;tertiary;no;0;no;yes;cellular;10;jul;88
31;management;married;tertiary;no;1343;yes;yes;unknown;21;may;85
41;entrepreneur;married;secondary;no;2105;yes;no;cellular;18;nov;134
44;unknown;married;secondary;no;2319;no;no;cellular;4;aug;251
35;services;single;secondary;no;35;yes;no;cellular;14;may;152
30;management;married;tertiary;no;877;no;no;cellular;13;aug;202
43;blue-collar;single;primary;no;30;yes;no;unknown;30;may;379
51;entrepreneur;married;secondary;yes;-2082;no;yes;cellular;28;jul;123
60;retired;married;secondary;no;89;no;no;cellular;30;apr;156
43;self-employed;married;secondary;no;104;no;no;unknown;17;jun;332
31;management;married;tertiary;no;1750;yes;no;telephone;14;may;90
56;management;married;primary;no;772;yes;no;telephone;20;nov;291
42;technician;married;secondary;no;1048;yes;no;telephone;6;feb;23
52;entrepreneur;married;primary;no;592;no;no;cellular;21;jul;122
40;technician;married;secondary;no;0;yes;yes;cellular;26;jul;105
36;services;married;secondary;no;3064;yes;no;telephone;11;may;1143
40;services;married;primary;no;33;no;no;unknown;26;may;70
46;blue-collar;married;secondary;no;0;yes;no;cellular;8;may;264
32;admin.;single;secondary;no;1649;no;no;cellular;27;may;204
31;housemaid;single;tertiary;no;287;yes;no;cellular;19;nov;182
41;technician;divorced;secondary;no;0;yes;no;cellular;17;nov;386
58;housemaid;married;primary;no;419;no;yes;unknown;5;jun;295
36;services;married;secondary;no;257;yes;no;cellular;12;may;86
52;technician;married;secondary;no;118;no;no;cellular;28;aug;16
42;management;married;tertiary;no;251;no;no;cellular;20;aug;413
32;management;single;tertiary;no;1731;yes;yes;unknown;29;may;323
62;management;married;tertiary;no;0;no;no;cellular;13;oct;78
31;technician;single;tertiary;no;23;no;no;cellular;25;aug;121
41;blue-collar;single;secondary;yes;-386;no;yes;cellular;20;nov;477
34;self-employed;married;tertiary;no;5498;no;no;cellular;19;nov;265
44;management;single;tertiary;no;5063;no;no;cellular;27;oct;418
42;blue-collar;married;primary;no;7041;yes;no;cellular;28;jul;386
37;entrepreneur;single;secondary;no;654;no;no;unknown;19;may;594
47;management;married;tertiary;no;1890;no;no;cellular;8;jul;161
32;unemployed;married;secondary;no;2400;yes;yes;cellular;5;feb;450
46;blue-collar;married;secondary;no;519;yes;no;cellular;25;aug;217
39;technician;single;tertiary;no;1190;no;no;cellular;8;aug;136
28;services;single;secondary;no;229;yes;no;unknown;9;may;322
26;student;single;secondary;no;203;no;no;cellular;16;nov;104
52;technician;married;secondary;no;1818;no;yes;cellular;17;nov;189
42;unemployed;married;secondary;no;1289;no;no;cellular;15;jul;250
33;technician;divorced;tertiary;no;39;no;no;cellular;19;aug;123
73;retired;married;primary;no;796;no;no;cellular;23;oct;427
35;admin.;single;secondary;no;57;no;yes;cellular;8;jul;632
40;management;married;tertiary;no;1548;yes;no;cellular;13;apr;101
51;technician;married;secondary;no;117;no;no;cellular;24;aug;467
37;admin.;single;secondary;no;0;yes;no;cellular;16;apr;640
39;management;married;tertiary;no;691;yes;yes;cellular;16;apr;517
28;blue-collar;married;secondary;no;64;yes;no;unknown;13;may;160
49;technician;divorced;tertiary;no;0;yes;no;cellular;12;jun;177
36;admin.;married;secondary;no;957;yes;no;unknown;21;may;206
45;technician;married;secondary;no;118;yes;no;unknown;7;may;208
29;technician;single;tertiary;no;218;yes;no;cellular;12;apr;169
35;management;married;secondary;no;724;yes;no;cellular;14;jul;287
35;housemaid;married;tertiary;no;20;yes;yes;cellular;17;jul;505
30;blue-collar;married;secondary;no;-28;yes;no;cellular;18;may;284
46;blue-collar;married;primary;no;665;no;no;cellular;30;jan;89
25;student;single;tertiary;no;5;no;no;cellular;29;sep;138
36;management;married;tertiary;no;925;no;no;cellular;14;dec;321
42;blue-collar;married;primary;no;2519;yes;no;unknown;15;may;262
57;admin.;married;secondary;no;3927;no;no;cellular;13;oct;61
42;management;divorced;tertiary;no;401;yes;no;cellular;24;jul;217
29;management;married;tertiary;no;581;yes;yes;cellular;14;jul;192
36;technician;married;tertiary;no;1327;no;no;cellular;29;oct;174
31;unemployed;married;secondary;no;3242;no;no;unknown;25;jun;292
59;technician;married;primary;no;3163;yes;no;unknown;29;may;240
50;unemployed;divorced;secondary;no;32;no;no;cellular;4;aug;282
47;admin.;married;secondary;no;310;yes;yes;telephone;14;aug;128
46;housemaid;married;primary;no;0;no;no;telephone;2;feb;161
26;blue-collar;single;primary;no;155;yes;no;cellular;29;jan;291
31;services;single;secondary;no;11386;yes;no;cellular;20;nov;356
30;services;married;tertiary;no;1380;yes;no;unknown;21;may;294
47;blue-collar;single;unknown;no;2443;no;no;unknown;18;jun;422
23;technician;single;tertiary;no;1129;yes;no;unknown;28;may;806
44;unemployed;single;primary;no;4232;no;no;unknown;16;jun;227
42;self-employed;married;secondary;no;5564;no;no;cellular;17;nov;560
32;services;single;secondary;no;-402;yes;no;cellular;17;apr;135
28;admin.;single;secondary;no;1323;yes;no;unknown;3;jun;361
57;retired;married;primary;no;1623;yes;yes;cellular;18;jul;246
38;technician;married;tertiary;no;1042;yes;no;cellular;4;feb;419
22;student;single;secondary;no;2488;no;no;cellular;8;nov;449
54;admin.;married;secondary;no;865;yes;no;cellular;17;nov;71
32;technician;married;tertiary;no;-1053;yes;no;cellular;21;jul;357
32;management;married;tertiary;no;1667;yes;no;cellular;18;nov;164
59;admin.;divorced;secondary;no;975;yes;no;unknown;15;may;263
45;technician;married;secondary;no;2571;no;no;unknown;18;jun;146
53;unknown;married;primary;no;732;no;no;cellular;27;oct;759
50;admin.;divorced;secondary;no;769;no;no;cellular;28;jul;72
34;technician;married;secondary;no;-136;yes;yes;cellular;12;aug;131
35;admin.;divorced;secondary;no;3636;no;yes;cellular;21;nov;808
30;management;married;tertiary;no;931;no;no;cellular;17;jul;1183
62;housemaid;married;secondary;no;565;no;no;cellular;4;sep;123
40;blue-collar;married;secondary;no;271;yes;no;unknown;29;may;483
26;self-employed;single;tertiary;no;1153;no;no;cellular;4;may;238
34;management;married;tertiary;no;-73;yes;no;cellular;11;jul;90
50;unknown;married;unknown;no;558;no;no;cellular;9;jul;464
31;unknown;divorced;tertiary;no;137;no;no;cellular;22;aug;385
35;technician;married;secondary;no;700;yes;no;unknown;23;may;240
55;retired;married;primary;no;-966;no;yes;cellular;14;may;104
34;admin.;married;secondary;no;96;no;no;cellular;29;aug;109
58;retired;married;primary;no;4007;no;no;cellular;30;nov;598
50;management;single;tertiary;no;567;yes;no;unknown;16;may;274
31;technician;single;secondary;no;40;no;no;cellular;7;aug;123
47;admin.;divorced;secondary;no;136;no;yes;cellular;23;jul;70
38;self-employed;single;tertiary;no;917;yes;no;unknown;23;may;260
46;management;single;tertiary;no;593;yes;no;cellular;29;jan;190
42;blue-collar;married;primary;no;505;yes;no;unknown;14;may;521
34;blue-collar;married;secondary;no;2542;yes;no;cellular;14;may;228
37;management;married;tertiary;no;5355;no;no;telephone;17;feb;466
38;student;single;tertiary;no;807;no;no;cellular;27;feb;74
59;retired;married;secondary;no;9976;yes;no;unknown;29;may;57
32;admin.;married;secondary;no;0;no;no;cellular;30;jan;119
55;management;married;tertiary;no;540;no;no;cellular;19;nov;124
35;blue-collar;married;secondary;no;280;yes;yes;cellular;31;jul;65
56;management;divorced;tertiary;no;-59;no;yes;cellular;28;jul;127
27;admin.;married;secondary;yes;-517;yes;no;cellular;14;jul;172
42;unemployed;single;secondary;no;2613;yes;no;cellular;30;jul;174
42;student;married;unknown;no;-7;no;no;telephone;31;jul;41
41;blue-collar;married;primary;no;0;yes;no;unknown;30;may;232
53;retired;divorced;secondary;yes;-200;no;yes;unknown;6;jun;161
67;retired;married;primary;no;2301;no;no;cellular;16;apr;124
53;housemaid;married;primary;no;104;no;yes;unknown;5;jun;701
33;blue-collar;married;primary;no;191;yes;no;unknown;9;may;162
31;technician;single;unknown;no;694;yes;no;unknown;6;jun;431
31;admin.;married;secondary;no;212;yes;no;cellular;18;jul;191
30;management;married;tertiary;no;1882;yes;no;cellular;11;aug;249
48;blue-collar;married;unknown;no;131;yes;no;unknown;6;may;189
30;technician;single;secondary;no;175;no;no;cellular;25;aug;167
43;technician;single;tertiary;yes;0;no;no;cellular;29;aug;73
38;management;divorced;tertiary;no;4425;yes;no;unknown;30;may;162
46;unemployed;married;secondary;no;3533;yes;no;cellular;12;aug;235
59;blue-collar;divorced;secondary;no;3573;no;no;cellular;15;may;44
44;management;divorced;tertiary;no;476;yes;yes;unknown;26;may;127
35;blue-collar;married;secondary;no;1257;yes;no;cellular;20;apr;93
55;blue-collar;married;unknown;no;23;no;no;cellular;30;jan;143
39;management;single;tertiary;no;0;yes;no;cellular;16;apr;81
36;services;single;secondary;no;398;yes;yes;unknown;17;jun;77
33;blue-collar;married;secondary;no;745;yes;no;unknown;23;may;115
48;management;single;tertiary;no;8106;no;no;unknown;17;nov;125
33;management;single;tertiary;no;0;no;no;cellular;19;aug;53
67;retired;married;unknown;no;696;no;no;telephone;4;may;77
48;unemployed;divorced;secondary;no;1266;yes;no;telephone;3;feb;45
57;management;married;tertiary;no;2416;no;no;cellular;11;aug;74
31;housemaid;married;primary;no;25;no;no;cellular;21;aug;169
30;student;single;tertiary;no;7513;no;no;cellular;11;aug;269
56;entrepreneur;divorced;primary;no;29;no;no;cellular;29;jan;52
26;blue-collar;married;primary;no;5116;yes;no;cellular;22;jul;246
44;management;married;secondary;no;-1746;yes;no;unknown;20;jun;218
44;technician;divorced;secondary;no;14;no;no;cellular;13;nov;167
31;management;married;tertiary;no;4148;yes;no;cellular;21;nov;316
47;self-employed;married;unknown;no;14;yes;no;cellular;15;may;142
30;admin.;single;secondary;no;105;yes;no;cellular;21;nov;75
37;management;married;tertiary;no;767;no;yes;cellular;2;feb;204
56;admin.;divorced;primary;no;0;no;yes;cellular;10;jul;542
43;management;single;secondary;no;-228;yes;yes;unknown;16;may;122
42;services;married;secondary;no;508;yes;no;unknown;30;may;70
60;management;married;secondary;no;725;yes;no;cellular;8;jul;266
34;blue-collar;married;unknown;no;41;yes;no;cellular;6;may;34
34;management;single;tertiary;no;184;no;no;cellular;22;jul;203
41;management;married;tertiary;no;251;no;yes;unknown;6;jun;85
38;management;divorced;secondary;no;-17;no;no;cellular;21;nov;11
23;services;married;secondary;no;-19;yes;no;unknown;20;jun;13
33;management;married;tertiary;no;1064;yes;no;cellular;13;may;562
36;blue-collar;married;secondary;no;777;yes;no;cellular;6;may;185
49;unemployed;married;tertiary;no;377;no;no;cellular;22;may;158
34;admin.;divorced;secondary;no;479;yes;no;cellular;12;may;515
40;technician;divorced;secondary;no;-375;yes;no;cellular;13;may;60
72;retired;married;primary;no;796;no;no;cellular;24;apr;173
43;technician;married;secondary;no;17;yes;no;unknown;16;may;353
44;blue-collar;married;secondary;no;1071;yes;no;cellular;11;may;143
35;admin.;married;secondary;no;0;yes;no;cellular;20;apr;18
46;admin.;divorced;secondary;no;7378;no;no;cellular;18;nov;466
55;admin.;married;secondary;no;865;yes;no;cellular;17;apr;85
50;technician;divorced;secondary;no;-701;yes;yes;cellular;24;jul;148
23;blue-collar;single;unknown;no;817;yes;no;cellular;18;may;123
34;student;married;unknown;no;1387;no;no;cellular;30;apr;121
40;blue-collar;married;secondary;no;0;yes;yes;unknown;29;may;245
61;retired;married;secondary;no;2917;no;no;cellular;6;oct;215
53;technician;married;secondary;no;4541;yes;no;unknown;15;may;190
57;technician;married;secondary;no;0;no;no;unknown;13;may;44
28;blue-collar;married;secondary;no;4287;no;no;cellular;30;apr;171
25;admin.;married;secondary;no;242;yes;no;cellular;30;jul;62
38;blue-collar;married;secondary;no;171;yes;yes;unknown;20;may;172
27;services;single;secondary;no;259;yes;no;unknown;23;may;78
